front_id,back_id,labels
60006231,60006232,1
20,163,1
80259112,80025911,0
785901,785357,0
40,133,0
935580,935980,1
80280014,80028078,0
80025923,80259122,1
80026036,80026057,1
102,112,0
80028065,80028056,0
80028041,80280132,1
80025999,80259117,1
80280149,80280152,1
596764,596573,1
596764,596573,1
596573,596764,0
596764,596573,1
124,112,1
80259112,80025941,0
20005511,20005374,0
27,179,1
729495,785799,1
969083,969292,0
972163,969335,0
904084,969448,1
935912,935756,1
80025953,80259122,1
50,175,0
51,216,0
20005398,20005499,0
50000759,50000764,1
80028071,80280132,1
60006085,60006082,0
50002630,50002649,1
20005524,20319537,0
80028013,80280127,1
970139,1013463,1
969497,972117,1
20005753,20005423,0
1198395,1200813,1
80259175,80259122,0
80025929,80025944,1
785902,785726,0
50002246,50002659,1
20005435,20005763,1
80025983,80259122,1
50,205,0
51,246,0
80259175,80259186,1
110,190,1
1341542,1341662,0
58,0,1
75,169,1
80259015,80025945,0
20005533,20005376,0
60016946,60016938,0
11,239,0
80025966,80025901,0
969315,969228,1
161,128,1
80025955,80259144,1
80028096,80280138,1
1198606,1198520,0
80259016,80259013,0
66,241,1
214,139,1
1198360,1198880,0
88,0,1
1341784,1341449,0
80026074,80026016,0
80028036,80028082,1
552192,552354,1
552192,552354,1
1198325,1198931,0
1198325,1198669,0
969351,969098,0
11,141,0
20005369,20005651,1
195,94,0
80002592,80259143,1
785523,785436,0
969214,972128,1
652132,716757,1
1198532,1198966,1
20005538,20005494,0
60006276,60006271,0
80028043,80028098,1
80025907,80025915,1
20005545,20005476,1
74,78,1
80026058,80026084,1
740302,740284,0
80028018,80028041,1
1245804,1341282,0
80025928,80259145,1
80280111,80280128,1
150,73,1
1340215,1341600,1
1095547,1095407,0
785524,785878,1
50002020,50002049,1
60006392,60006394,1
80028073,80028098,1
1198515,1198257,0
99,5,0
1198562,1198824,0
935968,935928,0
935968,935928,0
935968,935928,0
935928,935968,1
935928,935968,1
935928,935968,1
935928,935968,1
935928,935968,1
20005544,20005653,0
80025958,80259145,1
80025916,80025977,1
38,231,0
20005531,20005554,1
20005531,20005554,1
60,156,1
20005724,20005723,0
20005778,20005431,1
20005778,20005431,1
935756,935834,1
969437,969301,1
1198290,1198810,0
27,208,0
935696,935968,1
935696,935968,1
935696,935968,1
935696,935968,1
935696,935968,1
935696,935968,1
935696,935968,1
1340531,1341590,1
936035,935995,0
50002039,50001940,0
80025946,80025977,1
20005781,20005778,0
80025923,80025993,1
969128,969081,1
20005431,20005412,0
80259171,80025977,0
80028005,80028098,1
50001942,50000772,1
80025919,80259166,1
80025983,80025941,0
80259115,80025993,0
43,215,0
161,44,0
110,118,0
785787,785833,1
178,161,1
60042510,60004252,0
80025972,80259177,1
740262,740239,0
785827,785426,0
20005724,20005655,0
80026036,80260101,1
80028076,80028099,1
151,196,0
80002597,80259166,1
80025999,80025948,0
1198527,1198441,0
785778,785905,1
20005751,20005417,0
161,208,0
935707,935631,0
80025983,80025993,1
20005679,20005724,0
60016937,60016938,1
60016954,60016914,0
785894,785493,0
1200822,1198576,0
80028004,80280012,1
740217,740257,1
972132,971934,0
80028008,80280131,1
80280146,80028072,0
1198427,1198255,1
15,116,1
80025939,80259013,1
935713,935867,1
80025966,80259116,1
80280151,80280116,0
60016932,60016944,1
1198302,1198732,0
1198594,1198770,0
1198453,1198887,1
60,31,0
80026015,80026066,1
80259178,80025945,0
716621,740277,1
50002084,50002652,1
80280131,80028038,0
969318,969185,0
969318,969185,0
80025996,80259116,1
1198615,1198701,0
22,132,1
80259178,80259106,0
80025973,80259132,1
80028065,80028074,1
20005781,20005408,1
20005497,20005649,1
1198782,1198954,1
60006313,60006315,1
80259168,80259124,0
20005762,20005402,0
20005762,20005402,0
20005536,20005488,0
80259188,80025987,0
80259184,80259152,0
75,116,1
116,209,0
935921,935765,1
79,235,1
9,165,0
20005415,20005408,1
80025913,80025901,0
80028008,80028075,1
80026082,80026052,0
178,54,0
60001693,60016922,1
80280158,80028098,0
20005450,20005402,1
80025903,80025959,1
80259129,80259138,1
60016955,60016917,0
80259015,80259114,0
80280101,80028073,0
60006104,60006103,0
14,253,0
20005830,20005808,1
80026021,80026016,0
935765,935689,0
60016910,60016915,1
20005824,20005807,0
80028075,80028038,0
20005482,20005475,1
20005542,20005647,0
1198606,1198954,0
60016947,60016955,1
20005462,20005762,1
80259015,80259144,0
80002608,80026092,1
66,250,0
80000259,80002591,0
20005773,20005777,0
80026037,80026023,0
20005512,20005475,1
50002057,50002437,1
60002368,60023611,1
20005542,20005549,0
20005681,20005661,1
20005537,20005491,0
80000260,80026014,0
15,226,0
20005671,20005693,0
149,160,0
20005396,20005650,1
80026031,80002602,0
80259112,80002594,0
1198457,1198199,0
80259139,80259132,0
969413,969279,0
20005711,20005661,1
935856,936012,1
80025924,80025916,0
80259108,80025935,0
935889,935969,0
423555,423477,0
60,103,1
50002043,50003269,1
50002084,50003270,1
20005671,20005723,0
80026088,80026009,0
969312,972021,0
200,250,0
20005514,20005497,1
2,98,1
60003046,60003045,0
1012900,1014571,0
80025981,80025971,0
785764,785646,0
80026048,80026002,0
1198211,1198817,1
1200845,1198775,0
716807,716705,0
50002248,50000765,0
14,108,1
20005677,20005718,0
36,187,0
80259171,80259116,0
716721,716751,1
20005720,20005723,1
80280011,80028039,0
80025966,80025987,1
80026053,80002604,0
60016932,60016920,0
60001698,60016945,1
149,226,0
80280129,80028002,0
50002276,50002285,1
20005529,20005374,1
11,160,1
80280124,80028078,0
785465,785729,1
1198884,1198278,0
122,176,1
80025972,80259124,1
161,104,1
50002199,50002223,1
20005451,20005444,0
50001932,50002633,1
196,98,1
785785,785741,0
60016948,60016927,0
80002597,80259113,1
1198275,1197273,1
2,232,1
160,175,0
152,176,1
20005452,20005777,0
50002638,50257284,1
20005400,20005548,0
80259001,80025987,0
80002592,80259119,1
969503,972076,0
80025981,80259186,1
20005754,20005431,0
972182,971961,0
80280145,80028039,0
15,63,1
552222,552330,1
20005529,20005508,1
50002132,50002640,1
80259172,80259119,0
80259125,80025945,0
1198536,1198450,0
60016953,60016911,0
53,167,0
10,69,1
101,187,1
60030410,60003043,0
80259112,80259132,1
80259131,80259182,1
1197202,1198945,0
20005525,20325068,1
1198585,1200831,1
969210,969504,0
80028032,80028073,1
58,121,0
177,253,0
20005473,20005476,0
24,125,1
935736,935774,1
80025975,80259125,1
972116,972069,1
1198246,1198332,1
50002326,50002482,1
1198462,1198896,1
40,69,1
1198517,1198603,1
20005709,20005664,0
80026024,80026075,1
50002183,50002204,1
20005483,20005488,0
50002039,50002425,1
75,63,1
20005440,20005412,1
80280146,80028012,0
741058,709882,0
785853,785647,0
80259103,80259177,1
20005494,20005648,1
80028008,80028022,1
125,54,0
80028089,80028039,0
905491,972008,1
80280105,80028098,0
80025903,80025906,1
935841,935803,0
20005709,20005694,0
80002804,80028072,1
1198963,1198791,0
80026072,80026092,1
239,255,1
50001919,50002666,1
60006322,60006324,1
596782,596591,1
29,197,0
7,255,0
20005785,20005423,1
75,199,0
935930,935774,1
20005556,20005371,1
80025913,80259162,1
80026026,80026097,1
80028015,80028038,1
80280157,80028095,0
86,252,0
80028047,80280116,1
13,250,0
60023913,60002396,0
80280135,80002802,0
552937,552535,0
80025931,80259152,1
141,255,1
1198740,1198220,1
20005427,20005436,0
785362,785818,1
728894,785371,1
80025928,80025905,0
60016924,60016919,0
80025943,80259162,1
80259163,80025984,0
935675,935790,1
209,169,0
50002083,50000764,1
80026004,80026092,1
1198392,1198826,1
1198615,1198963,0
80025919,80025984,1
20005670,20005660,0
80280151,80002809,0
60016930,60016914,0
969310,971917,0
1341020,1341864,1
80000259,80259014,0
80280011,80280141,1
80026034,80026092,1
50002133,50002170,1
1198343,1198687,0
1198928,1198408,0
1341297,1341768,1
27,102,1
80259101,80025937,0
118,220,1
20005670,20005690,0
786578,785527,0
80002597,80025984,1
1341503,1247064,0
80025914,80259117,1
80026052,80026027,0
50002067,50000769,1
39,112,1
785711,785646,0
20005490,20005650,0
1341021,1341311,1
60064210,60006429,0
905634,969171,1
20005704,20005726,1
1198466,1198208,0
80259118,80259116,0
80028009,80280116,1
958590,1198390,0
80028065,80028001,0
740259,740236,0
60059014,60059011,0
20,220,1
1245829,1341306,0
60003042,60003045,1
80028062,80280127,1
935863,935633,0
969321,972030,0
80259175,80259171,0
80025996,80025945,0
1341398,1340156,0
80025923,80259179,1
80025997,80259128,1
1197192,1200828,1
80026001,80260001,1
80025939,80259123,1
101,0,1
1198826,1198220,0
51,161,0
1198738,1095379,0
60006428,60006429,1
124,169,1
785614,785516,0
1198545,1198893,0
80028092,80280127,1
20005512,20005652,0
20005753,20005764,0
1198545,1198631,0
80025975,80025996,1
20005439,20005404,1
785596,785728,1
905634,969305,1
80026031,80260001,1
972122,969134,0
80280149,80028064,0
729049,785927,1
1197211,1200854,1
20005687,20005670,0
1198905,1198643,0
133,231,1
20005523,20005473,0
935902,935633,1
80028018,80280154,1
11,241,1
666859,666861,1
666861,666859,0
666859,666861,1
666859,666861,1
666859,666861,1
666859,666861,1
666859,666861,1
80025976,80259139,1
80028004,80028066,1
0,167,0
785564,785789,1
16,10,0
716772,696317,0
60006033,60006034,1
80259016,80025961,0
80280149,80028094,0
161,185,1
60016946,60016913,0
969213,969092,0
80028057,80028077,1
129,177,0
969512,972085,0
181,248,1
124,253,0
22,5,0
552873,552550,0
80025942,80259124,1
552339,552231,0
16,40,0
80259016,80025991,0
20005687,20005730,0
1095594,1095454,1
785703,785924,1
1198404,1198838,1
1198455,1198803,1
80259103,80259124,1
972114,969287,1
1095603,1200808,1
22,169,0
785760,785640,0
1198603,1198951,0
20005757,20005416,1
20005757,20005416,1
80026021,80026074,1
969400,972019,0
20005454,20005415,1
20005533,20005545,0
80028018,80028098,1
80002597,80025913,0
935731,935885,1
80280149,80028026,0
165,253,1
1198905,1198471,0
1198522,1198870,1
969408,972027,1
80025903,80259145,1
80280129,80280127,0
73,125,0
22,199,0
20005375,20005472,1
125,226,0
50002121,50002158,1
1197242,1200809,1
80280104,80028095,0
1197278,1198625,0
80025972,80025937,0
80259156,80025956,0
20005432,20005764,0
33,252,0
80002597,80002591,0
80025914,80025988,1
80002597,80025943,0
80028089,80028099,1
80025912,80025915,1
935850,935812,0
971970,969292,1
1014004,1013564,0
9,248,1
20005382,20005488,1
1013939,1014820,1
1198501,1198763,0
80025972,80025967,0
20005667,20005657,1
935953,935681,1
935939,935783,1
20,33,1
80028094,80028067,0
80025999,80025997,0
50001939,50002625,1
80280125,80028056,0
552946,552544,0
50002181,50002158,1
1198522,1198694,0
80025939,80025994,1
20005396,20325061,0
80280104,80002804,0
80259172,80025993,0
60016928,60016933,1
80028021,80028099,1
20005448,20005405,0
20005448,20005405,0
80028014,80028059,1
1198828,1197182,1
60016942,60001695,0
1341878,1341087,0
1200863,1198965,0
20005729,20005730,1
60016923,60016939,1
1198706,1198882,1
80028049,80028053,1
80002592,80025937,1
20005671,20005725,1
1341023,1341304,1
80028051,80028099,1
50,98,0
218,208,0
20,167,1
80025911,80259116,1
20005685,20005664,0
80259167,80025971,0
44,133,0
80028044,80028059,1
969326,969072,1
20005510,20005548,0
111,36,0
80026001,80026067,1
80259111,80025987,0
75,39,1
80280146,80280137,0
972060,969395,0
80026036,80026061,1
785740,785828,1
80028069,80028056,0
969166,972008,1
958590,1198824,0
50,128,0
80259016,80259184,1
80259115,80259163,1
20005515,20005374,0
80025918,80259132,1
80280126,80028059,0
80026031,80026067,1
66,111,1
60006089,60006082,0
20005448,20005763,0
80028013,80280131,1
80025913,80259138,1
80002592,80259013,1
20005459,20005414,1
80259179,80259122,0
24,235,1
80025948,80259132,1
903822,969078,1
80002596,80259132,1
20005756,20005408,1
20005821,20005803,1
1014344,1013025,0
60016926,60016940,1
20005454,20005758,0
969459,972055,0
1095463,1095379,0
80026077,80026073,0
80028084,80280132,1
60016950,60016938,0
66,165,0
15,239,0
20005448,20005413,1
1013647,1013208,0
1246906,1341883,1
235,54,0
20005543,20005650,1
10,53,0
1340215,1341470,1
76,177,0
60016956,60016933,0
71,253,0
552923,552577,0
1341683,1245665,0
20005656,20005672,0
1015015,1015897,1
15,141,0
20005650,20325068,0
80026011,80026009,0
50002350,50000764,0
1198397,1198745,1
20005533,20005470,1
80025933,80259143,1
1341129,1341409,1
80026094,80026023,0
1013074,882310,0
1013074,882310,0
1013074,882310,0
80000260,80026093,0
80259015,80025988,0
20005532,20005512,0
20005532,20005512,0
149,239,0
552348,552240,0
936018,935900,0
20005400,20005476,1
20005400,20005476,1
195,241,0
50002091,50000765,1
1200861,1198271,0
969445,972041,1
129,139,1
80259103,80025956,0
1012837,1013972,0
31,44,0
80026088,80002602,0
50000070,50002669,1
80026071,80026084,1
969460,971954,0
80025981,80025916,0
80259165,80025935,0
9,195,1
80259156,80259125,0
60,160,1
20005723,20005728,1
88,99,0
20005436,20005423,0
76,104,1
31,208,0
1198396,1198654,1
80025911,80025987,1
80280113,80280154,1
740255,716804,0
969309,969470,1
55,166,1
80025981,80025946,0
20005785,20005778,0
80025981,80259109,1
80025939,80025941,1
80280119,80028099,0
20005796,20005831,0
50002629,50002652,0
20005717,20005667,1
60005789,60005781,0
80025998,80025994,0
80280001,80028038,0
935860,935630,0
80259172,80259162,0
969318,972027,0
969318,972027,0
969318,972027,0
8,104,1
20005775,20324638,0
1198648,1198824,1
1198531,1198703,0
935962,936040,1
166,115,0
20005755,20005417,0
60006426,60006425,0
596812,596621,0
80026001,80026014,1
80028052,80028046,0
60006195,60006191,0
38,104,1
971932,969281,0
1198891,1198715,0
80280155,80280116,0
60005963,60005964,1
60001697,60016911,1
110,33,0
110,167,0
60016957,60001699,0
20005524,20005481,0
596688,596879,1
60002369,60002367,0
2,216,0
80280135,80028038,0
80280136,80028079,0
740164,740226,1
20005369,20005468,1
80280155,80280012,0
20005463,20325068,0
20005726,20005705,1
80025966,80025977,1
20005781,20005412,1
20005781,20005412,1
80259115,80025938,0
20005530,20005476,0
20005530,20005476,0
80259126,80259122,0
80259131,80025915,0
969503,969296,0
80025975,80259182,1
80259172,80259124,0
80259126,80025991,0
80025927,80259141,1
50002039,50002482,1
1341099,1341376,0
149,69,1
20005781,20005762,1
80259117,80259132,1
20005484,20005376,0
13,165,0
80028008,80028079,1
935713,935675,0
1074799,1198927,0
132,169,0
60005857,60005851,0
24,218,0
80028069,80028026,0
20005770,20005761,1
80025974,80025956,0
80028085,80028003,0
60016910,60016919,1
1013932,1015695,1
86,197,0
86,255,1
125,183,1
1197193,1198583,1
50002662,50002669,0
80026031,80026011,0
80028031,80028039,1
20005454,20324638,0
785539,785572,1
50002326,50002673,1
60059014,60005903,0
969217,905521,0
60002397,60002394,0
205,231,0
972151,969413,1
20005553,20005480,1
60064610,60006461,0
80028045,80028095,1
80028096,80028086,0
80259102,80259143,1
16,24,1
20005681,20005665,1
20005783,20005772,0
50002094,50002673,1
20005557,20005468,0
20005507,20005485,1
935955,935837,1
20005727,20005660,0
728998,785377,1
1074799,1198755,0
80026035,80002602,0
1341391,1341110,1
80028075,80028095,1
60001696,60016927,1
80259143,80259132,0
